,Unnamed: 0,Hestekræfter,Brændstoftype,Biltype,Gearkasse,Årgang,Kilometer,Model,Pris,Link,Sidst synet,Farve,Registreringsdato,Antal døre,Antal gear,Cylindre,Trækhjul,Max påhæng,Tank,Km/l,0 - 100 km/t,Tophastighed,Vægt,Lasteevne,Airbags,Grøn Ejerafgift,Nypris,Nummerplade,Make
2209,2209,141,,,,2020,9000,"Niro 1,6 GDI PHEV Advance Plus DCT 141HK 5d 6g Aut.",269900,/kianiro16gdiphevadvanceplusdct141hk5d6gaut/id876843,,sølv,28022020,5,,4,,,,"44,2",,,,,,,,,Kia
2210,2210,150,Benzin,,,2018,28000,"Duster 1,3 Tce Prestige 150HK 5d 6g",184900,/daciaduster13tceprestige150hk5d6g/id876842,,,03072019,5,,4,,,,18,,,,,,2380,,,Dacia
2211,2211,,Hybrid,,,2020,7000,V60 B4 R-design 197HK Stc 8g Aut.,459900,/volvov60b4rdesign197hkstc8gaut/id876838,,onyx,,,,,,,,"17,7",,,,,,,,,Volvo
2212,2212,68,Benzin,Hatchback,,2010,55000,"Pixo 1,0 Acenta",36900,/nissanpixo10acenta/id876832,19112019,champagne,01012010,5,5,3,Forhjul,200,,"22,7",14,155,930,,,660,,,Nissan
2213,2213,,Benzin,Cabriolet,Manuel,1999,249000,"C70 2,5 T Cabriolet",119800,/volvoc7025tcabriolet/id876829,10022017,sort,01071999,2,,,Forhjul,,,"10,2",,,,,,6820,,,Volvo
2214,2214,130,Diesel,,,2014,129000,"Jumper 30 2,2 L2H1 2,2 HDi FAP 130HK Van 6g",84900,/citroenjumper3022l2h122hdifap130hkvan6g/id876833,,hvid,16102014,4,,4,,,,"13,5",,,,,,8940,,,Citroën
2215,2215,75,Benzin,Hatchback,Manuel,2006,189000,"Polo 1,4 75 Fresh",24900,/vwpolo1475fresh/id876821,,Sølvmetal,14062006,5,5,4,Forhjul,1000,45,"15,5","12,9",172,996,584,6,2520,210377,,VW
2216,2216,170,Diesel,Stationcar,Automatisk,2008,239000,"Passat 2,0 TDi 170 Comfortl. Vari. DSG",44900,/vwpassat20tdi170comfortlvaridsg/id879288,,Sortmetal,02092008,5,6,4,Forhjul,1800,70,"14,9","8,8",217,1509,661,8,8100,500598,,VW
2217,2217,224,Diesel,SUV,Automatisk,2009,366000,"ML320 3,0 CDi aut. 4-M",114900,/mercedesml32030cdiaut4m/id878566,,Sølvmetal,27022009,5,7,6,4x4,3500,95,"10,4","8,6",215,2085,745,6,14180,1106000,,Mercedes
2218,2218,150,Benzin,Sedan,Automatisk,2018,39000,"Passat 1,4 TSi 150 Highline Premium DSG",284895,/vwpassat14tsi150highlinepremiumdsg/id876822,,Mørkblåmetal,20032018,4,7,4,Forhjul,1900,66,"19,6","8,4",220,1413,557,6,1780,,,VW
2219,2219,161,Diesel,Stationcar,Manuel,2011,297000,"V60 2,0 D3 Summum",92000,/volvov6020d3summum/id876817,19062019,,,,,,,,,,,,,,,,,,Volvo
2220,2220,130,Diesel,MPV,Manuel,2011,299000,"Grand Scenic III 1,9 dCi 130 Dynamique 7prs",48800,/renaultgrandsceniciii19dci130dynamique7prs/id876803,,Sølvmetal,28022011,5,6,4,Forhjul,1300,60,"17,9",,195,1503,667,6,5540,338500,,Renault
2221,2221,75,Benzin,Hatchback,Manuel,2000,123000,"Wagon R+ 1,3",16990,/suzukiwagonrplus13/id879267,,,14092000,5,5,,Forhjul,,,"16,9",,,,,,1880,,,Suzuki
2222,2222,68,Benzin,Hatchback,Manuel,2008,219000,C1 Prestige,23800,/citroenc1prestige/id876802,,Sort,26092008,5,5,3,Forhjul,,35,"21,7","13,7",157,775,425,6,660,119336,,Citroën
2223,2223,150,Benzin,Cabriolet,Manuel,1977,88888,"Plus 8 3,5 V8",309900,/morganplus835v8/id851711,15102019,,,,,,,,,,,,,,,,,,Morgan
2224,2224,88,Diesel,Hatchback,Manuel,2008,119000,"Getz 1,5 CRDi 88",28800,/hyundaigetz15crdi88/id876800,,Rød,10062008,5,5,4,Forhjul,1100,45,"21,7","12,1",173,1100,500,4,4880,,,Hyundai
2225,2225,150,Diesel,Stationcar,Manuel,2015,127000,"6 2,2 Sky-D 150 Vision stc.",154900,/mazda622skyd150visionstc/id876811,,Sortmetal,29092015,5,6,4,Forhjul,1600,62,"23,8","9,3",210,1495,495,6,3020,369608,,Mazda
2226,2226,241,Benzin,Sedan,Automatisk,2012,29000,"328i 2,0 4-d Aut X-drive 4X4",309900,/bmw328i204dautxdrive4x4/id851640,11072019,,,,,,,,,,,,,,,,,,BMW
2227,2227,150,Diesel,Varevogn,Automatisk,2014,143000,"Rover Range Rover evoque 2,2 TD4 Dynamic aut. Van",225000,/landroverrangeroverevoque22td4dynamicautvan/id876805,,,25032014,5,9,4,4x4,1800,61,"16,7","9,6",182,1650,700,7,6380,535370,,Land
2228,2228,115,Benzin,Hatchback,Automatisk,2018,41000,"Polo 1,0 TSi 115 Highline DSG",199900,/vwpolo10tsi115highlinedsg/id876810,,Hvidmetal,28122017,5,7,3,Forhjul,1000,40,"21,3","9,5",200,1090,570,6,1160,217996,,VW
2229,2229,36,Benzin,Sedan,Manuel,1956,106000,"130 1,1 4-dørs",85000,/fiat130114doers/id851624,27072011,,,,,,,,,,,,,,,,,,Fiat
2230,2230,124,Diesel,Stationcar,Manuel,2012,159000,"Avensis 2,0 D-4D T2 Touch stc.",109800,/toyotaavensis20d4dt2touchstc/id876809,,,05012012,5,6,4,Forhjul,1600,60,"21,7",10,200,1485,645,7,3880,370940,,Toyota
2231,2231,139,Diesel,Stationcar,Manuel,2005,320000,"A4 2,0 Avant",30000,/audia420avant/id876771,15102020,,,,,,,,,,,,,,,,,,Audi
2232,2232,65,Benzin,Sedan,Manuel,1974,17000,"130 1,3 4-dørs",127500,/fiat130134doers/id851603,01112020,,,,,,,,,,,,,,,,,,Fiat
2233,2233,90,Diesel,SUV,Manuel,2018,49000,"Captur 1,5 dCi 90 Zen",145000,/renaultcaptur15dci90zen/id876804,,,27022018,5,5,4,Forhjul,1200,45,27,"13,1",171,1175,554,4,3260,211900,,Renault
2234,2234,69,Benzin,Sedan,Manuel,1978,62000,"Anden 1,2 2-dørs",88000,/datsunanden122doers/id851586,14062016,,,,,,,,,,,,,,,,,,Datsun
2235,2235,40,Benzin,Sedan,Manuel,1929,99999,"A 3,3 Tudor",97500,/forda33tudor/id851573,01072014,,,,,,,,,,,,,,,,,,Ford
2236,2236,112,Benzin,SUV,Manuel,2019,12000,"Vitara 1,0 Boosterjet Adventure AllGrip",244900,/suzukivitara10boosterjetadventureallgrip/id878291,,Koksmetal,26062020,5,5,3,4x4,1200,47,"19,3","11,5",175,1230,500,7,1780,274010,,Suzuki
2237,2237,65,Benzin,Hatchback,Manuel,2008,187000,"Grande Punto 1,2 Active",14900,/fiatgrandepunto12active/id876773,,Grønmetal,31032008,3,5,4,Forhjul,900,,"16,4","14,5",155,1000,575,6,2520,139091,,Fiat
2238,2238,60,Benzin,Hatchback,Manuel,2009,106000,"Panda 1,2 Dynamic ECO",23800,/fiatpanda12dynamiceco/id876764,,,28082009,5,5,4,Forhjul,800,35,20,14,155,835,470,6,660,112991,,Fiat
2239,2239,130,Benzin,Hatchback,Manuel,2019,42000,"Golf VII 1,5 TSi 130 Comfortline",205900,/vwgolfvii15tsi130comfortline/id876801,,Hvid,06062018,5,6,4,Forhjul,1400,50,"20,4","9,1",210,1180,600,7,1160,257616,,VW
2240,2240,140,Diesel,Hatchback,Manuel,2009,170000,"A3 2,0",65000,/audia320/id876754,,,,,,,,,,,,,,,,,,CA,Audi
2241,2241,136,Diesel,SUV,Automatisk,2020,39000,"Sportage 1,6 CRDi mHEV Comfort DCT",272900,/kiasportage16crdimhevcomfortdct/id877436,,Sortmetal,30122019,5,7,4,Forhjul,1600,62,25,"11,8",180,1464,681,6,3260,330918,,Kia
2242,2242,126,Diesel,Hatchback,Manuel,2011,129000,"Verso 2,0 Verso      2,0      7 sæder",82000,/toyotaverso20verso207saeder/id823377,21102019,,,,,,,,,,,,,,,,,,Toyota
2243,2243,110,Benzin,Stationcar,Manuel,2004,163000,"Corolla 1,6 Sol stc.",34900,/toyotacorolla16solstc/id876787,,Blåmetal,27022004,5,5,4,Forhjul,1300,55,"13,9","10,2",190,1175,475,6,3740,299405,,Toyota
2244,2244,90,Benzin,Hatchback,Manuel,2019,12000,"Swift 1,2 Dualjet Hybrid Exclusive",148700,/suzukiswift12dualjethybridexclusive/id876776,,Koksmetal,18062020,5,5,4,Forhjul,1000,37,"26,8","11,9",180,966,399,7,1000,165008,,Suzuki
2245,2245,95,Benzin,Hatchback,Automatisk,2019,8000,"Polo 1,0 TSi 95 Comfortline DSG",199900,/vwpolo10tsi95comfortlinedsg/id876786,,Blåmetal,08042019,5,7,3,Forhjul,1000,40,"23,4","10,8",187,1180,470,6,1080,,,VW
2246,2246,100,Diesel,SUV,Manuel,2017,41000,"2008 1,6 BlueHDi 100 Allure",144900,/peugeot200816bluehdi100allure/id876774,,Koksmetal,23102017,5,5,4,Forhjul,820,45,"28,6","11,3",183,1330,380,6,2220,224991,,Peugeot
2247,2247,95,Benzin,Hatchback,Automatisk,2019,35000,"Polo 1,0 TSi 95 Comfortline DSG",188900,/vwpolo10tsi95comfortlinedsg/id876785,,,17092018,5,7,3,Forhjul,1000,40,"23,4","10,8",187,1180,470,6,1080,,,VW
2248,2248,177,Diesel,Varevogn,Manuel,2010,219000,"Outlander 2,2 DI-D 177 Intense Van",79900,/mitsubishioutlander22did177intensevan/id876770,,,25112010,5,6,4,4x4,2000,60,"16,1","9,8",200,1670,740,6,6380,279677,,Mitsubishi
2249,2249,100,Diesel,Varevogn,Manuel,2018,60000,"Transit Connect 1,5 TDCi 100 Trend kort",109800,/fordtransitconnect15tdci100trendkort/id877513,,Hvid,23082017,,5,4,Forhjul,1200,60,"22,7",,,1554,681,1,3020,191059,,Ford
2250,2250,110,Diesel,SUV,Manuel,2016,144000,"Kadjar 1,5 dCi 110 Zen",129900,/renaultkadjar15dci110zen/id876782,,Rødmetal,30112015,5,6,4,Forhjul,1350,60,"26,3","11,9",182,1355,561,6,2180,312800,,Renault
2251,2251,200,Benzin,SUV,Automatisk,2011,113000,"Tiguan 2,0 TFSi 200 Sport & Style DSG 4M",174900,/vwtiguan20tfsi200sportstyledsg4m/id876765,,Koksmetal,04012011,5,6,4,4x4,2200,60,"11,2","8,5",207,1584,646,8,5580,,,VW
2252,2252,116,Diesel,Varevogn,Manuel,2005,281000,"Sportsvan 2,0 D-4D",9900,/toyotasportsvan20d4d/id876779,,,02062005,5,5,4,Forhjul,1500,60,11,"12,5",180,1525,625,2,6350,200291,,Toyota
2253,2253,184,Diesel,Stationcar,Automatisk,2014,198000,"520d 2,0 Touring Luxury Line aut.",248900,/bmw520d20touringluxurylineaut/id876767,,Koksmetal,06092013,5,8,4,Baghjul,2000,70,"19,6","8,2",224,1710,665,6,4680,,,BMW
2254,2254,160,Benzin,Cabriolet,Automatisk,2012,56000,"A3 1,8 TFSi Ambition Cabriolet S-tr.",229900,/audia318tfsiambitioncabrioletstr/id876766,,Sortmetal,19042012,2,6,16,Forhjul,1400,55,"15,2","7,7",220,1455,500,6,3140,507420,,Audi
2255,2255,98,Benzin,MPV,Manuel,2002,164000,"Space Star 1,6 XL",14800,/mitsubishispacestar16xl/id876744,,,31072002,5,5,4,Forhjul,1200,55,"13,9",12,180,1140,550,4,3740,189995,,Mitsubishi
2256,2256,231,Diesel,Stationcar,Automatisk,2012,162000,"E300 3,0 CDi Avantgarde stc. aut. BE",249900,/mercedese30030cdiavantgardestcautbe/id876723,,,05012012,5,7,6,Baghjul,2100,80,"15,9","7,2",240,1825,675,7,7220,,,Mercedes
2257,2257,66,Benzin,Hatchback,Manuel,2017,30000,"i10 1,0 Touch",79900,/hyundaii1010touch/id876737,,Hvid,21062017,5,5,3,Forhjul,,40,25,"14,9",155,973,337,6,660,115716,,Hyundai
2258,2258,150,Benzin,Stationcar,Automatisk,2018,53000,"Golf VII 1,5 TSi 150 Highl. Variant DSG",249900,/vwgolfvii15tsi150highlvariantdsg/id876762,,Sortmetal,04062018,5,7,4,Forhjul,1500,50,20,"8,6",218,1257,653,7,1160,316695,,VW
2259,2259,140,Benzin,Stationcar,Manuel,2019,29000,"Ceed 1,4 T-GDi Vision SW",204895,/kiaceed14tgdivisionsw/id876720,,Koksmetal,13062019,5,6,4,Forhjul,1410,50,20,"9,3",208,1235,565,6,1160,236016,,Kia
2260,2260,110,Diesel,Stationcar,Manuel,2009,202000,"Astra 1,7 CDTi 110 Cosmo Wagon eco",24900,/opelastra17cdti110cosmowagoneco/id876716,,,27112009,5,5,4,Forhjul,1100,52,"22,2","12,3",188,1293,682,,4880,,,Opel
2261,2261,354,Benzin,Stationcar,Automatisk,2016,46000,"S4 3,0 TFSi Avant quattro Tiptr.",649900,/audis430tfsiavantquattrotiptr/id876745,,Sortmetal,25112016,5,8,6,4x4,1900,58,"13,3","4,9",250,1750,515,6,3740,1028013,,Audi
2262,2262,130,Benzin,SUV,Automatisk,2018,40000,"Grandland X 1,2 T 130 Innovation aut.",249900,/opelgrandlandx12t130innovationaut/id876730,,Rødmetal,11052018,5,8,3,Forhjul,1100,53,"19,2","11,8",188,1273,687,8,1780,335000,,Opel
2263,2263,150,Diesel,MPV,Manuel,2007,283000,"Viano 2,2 CDi Marco Polo",Ring,/mercedesviano22cdimarcopolo/id876728,,Sortmetal,17062007,,6,,Baghjul,2000,,"12,2",,,2292,648,,11640,,,Mercedes
2264,2264,143,Diesel,Hatchback,Automatisk,2009,78000,"118d 2,0 Advantage Steptr.",119800,/bmw118d20advantagesteptr/id879571,,Sortmetal,05012009,5,6,4,Baghjul,1200,51,"18,5","9,1",210,1320,535,6,5540,473435,,BMW
2265,2265,160,Benzin,Hatchback,Manuel,2017,132000,"Mondeo 1,5 SCTi 160 Titanium",174895,/fordmondeo15scti160titanium/id876719,,Sortmetal,31102016,5,5,4,Forhjul,1250,70,"17,2","9,2",222,1385,775,7,1880,411308,,Ford
2266,2266,88,Benzin,Hatchback,Manuel,2006,180000,"Note 1,4 Visia",34900,/nissannote14visia/id876742,,Sølvmetal,19042006,5,5,4,Forhjul,945,46,"15,9","13,1",165,1092,454,6,2520,209302,,Nissan
2267,2267,90,Diesel,Stationcar,Manuel,2009,156000,"308 1,6 HDi 90 Comfort+ stc.",39900,/peugeot30816hdi90comfortplusstc/id876714,,Gråmetal,31032009,5,5,4,Forhjul,1200,60,"21,3","13,3",174,1362,453,7,4880,247991,,Peugeot
2268,2268,90,Diesel,Hatchback,Manuel,2011,150000,"Yaris 1,4 D-4D T2",39900,/toyotayaris14d4dt2/id876713,,,17062011,5,6,4,Forhjul,1050,42,"23,8","10,7",175,1030,495,7,3020,196136,,Toyota
2269,2269,109,Diesel,MPV,Manuel,2010,308000,"C-MAX 1,6 TDCi Trend Collection",29900,/fordcmax16tdcitrendcollection/id876717,,,27052010,5,5,4,Forhjul,1300,55,"22,2","11,3",185,1326,699,6,3880,287001,,Ford
2270,2270,150,Benzin,Stationcar,Automatisk,2018,89000,"Passat 1,4 TSi 150 Comfort Prem. Vari DSG",259895,/vwpassat14tsi150comfortpremvaridsg/id876718,,Lysblåmetal,01112017,5,7,4,Forhjul,1600,66,"19,6","8,6",218,1453,487,6,1780,,,VW
2271,2271,120,Diesel,Varevogn,Manuel,2016,83000,"Trafic T29 1,6 dCi 120 L1H1",114800,/renaulttrafict2916dci120l1h1/id878047,,Hvid,25042016,,6,4,Forhjul,2000,80,"16,9",12,172,1683,1237,4,6380,244979,,Renault
2272,2272,86,Benzin,Hatchback,Manuel,2012,85000,"Rio 1,2 CVVT Active",61900,/kiario12cvvtactive/id876712,,,24022012,5,5,4,Forhjul,900,43,"20,8","13,1",168,1046,514,6,660,139996,,Kia
2273,2273,204,Diesel,Stationcar,Automatisk,2010,243000,"C250 2,2 CDi stc. aut. 4-M BE Van",1218,/mercedesc25022cdistcaut4mbevan/id876722,,,08062010,5,7,4,4x4,1800,66,"16,8","7,2",235,1635,640,6,7380,,,Mercedes
2274,2274,95,Diesel,Hatchback,Manuel,2017,70000,"Corsa 1,3 CDTi 95 Sport",94900,/opelcorsa13cdti95sport/id876726,,Sortmetal,21102016,5,5,4,Forhjul,500,45,"31,3","11,9",182,1237,428,6,1220,184637,,Opel
2275,2275,231,Benzin,Sedan,Automatisk,2004,328000,"530i 3,0 aut.",1016,/bmw530i30aut/id876721,,,09062004,4,6,6,Baghjul,2000,70,"10,1","7,1",245,1480,585,,6820,,,BMW
2276,2276,68,Benzin,Hatchback,Manuel,2010,133000,"Spark 1,0 LS",24900,/chevroletspark10ls/id876740,,Hvid,04112010,5,5,4,Forhjul,,35,"19,6","15,5",154,832,535,6,1280,,,Chevrolet
2277,2277,90,Diesel,Varevogn,Manuel,2006,385000,"Xsara Picasso 2,0 HDi Comfortvan SX",5000,/citroenxsarapicasso20hdicomfortvansx/id876741,,Sølvmetal,16062006,5,5,4,Forhjul,1300,60,"12,2","14,5",175,1275,750,4,6350,156255,,Citroën
2278,2278,125,Benzin,Hatchback,Manuel,2015,126000,"Focus 1,0 SCTi 125 Edition",99999,/fordfocus10scti125edition/id876798,,,20012015,5,6,3,Forhjul,1200,55,"21,3",11,195,1180,720,6,660,,,Ford
2279,2279,100,Diesel,Varevogn,Manuel,2015,118000,"Partner 1,6 BlueHDi 100 L1 Flex Van",49900,/peugeotpartner16bluehdi100l1flexvan/id877082,,Hvid,27102015,5,5,4,Forhjul,950,60,"23,8","12,4",163,1565,620,4,3020,150229,,Peugeot
2280,2280,140,Benzin,Hatchback,Manuel,2007,142000,"Civic 1,8 Sport",52500,/hondacivic18sport/id876736,,Sort,19062007,5,6,4,Forhjul,1400,50,"15,2","8,9",205,1219,531,8,3140,270001,,Honda
2281,2281,69,Benzin,Hatchback,Manuel,2012,105000,"Picanto 1,0 Active Eco",34900,/kiapicanto10activeeco/id876675,,Hvidmetal,06022012,5,5,3,Forhjul,700,35,"24,4","14,4",153,820,520,7,660,107897,,Kia
2282,2282,136,Diesel,MPV,Manuel,2014,93000,"Zafira Tourer 1,6 CDTi 136 Enjoy",149900,/opelzafiratourer16cdti136enjoy/id876685,,Gråmetal,04092014,5,6,4,Forhjul,1300,58,"24,4","11,2",193,1832,583,8,3020,378401,,Opel
2283,2283,95,Benzin,Hatchback,Automatisk,2018,29000,"Polo 1,0 TSi 95 Comfortline DSG",184900,/vwpolo10tsi95comfortlinedsg/id876704,,,21122017,5,7,3,Forhjul,1000,40,"21,7","10,8",187,1180,470,6,1160,199995,,VW
2284,2284,240,Diesel,Hatchback,Automatisk,2011,198000,"A5 3,0 TDi 240 SB quattro S-tr.",1359,/audia530tdi240sbquattrostr/id876676,,,29092011,5,7,6,4x4,1900,64,"15,2","6,1",250,1720,390,6,7220,780321,,Audi
2285,2285,100,Diesel,Hatchback,Manuel,2017,73000,"208 1,6 BlueHDi 100 Envy",99000,/peugeot20816bluehdi100envy/id876727,,Sortmetal,23112017,5,5,4,Forhjul,700,50,"33,3","10,7",187,1265,415,6,1180,139992,,Peugeot
2286,2286,605,Benzin,Hatchback,Automatisk,2016,67000,"RS7 4,0 TFSi performance SB quat Tiptr",6383,/audirs740tfsiperformancesbquattiptr/id876679,,Sort,01062016,5,8,8,4x4,,75,"10,5","3,7",250,2005,510,6,6200,2180768,,Audi
2287,2287,150,Diesel,Varevogn,Automatisk,2017,135000,"Transporter 2,0 TDi 150 Kassevogn DSG kort",149900,/vwtransporter20tdi150kassevogndsgkort/id877016,,Hvid,28112016,,7,4,Forhjul,2500,80,"16,1",,,,3000,2,6380,316203,,VW
2288,2288,150,Diesel,Varevogn,Automatisk,2017,135000,"Transporter 2,0 TDi 150 Kassevogn DSG kort",2499,/vwtransporter20tdi150kassevogndsgkort/id877087,,Hvid,28112016,,7,4,Forhjul,2500,80,"16,1",,,,3000,2,6380,316203,,VW
2289,2289,204,Diesel,SUV,Automatisk,2015,148000,"GLC250 d 2,2 AMG Line aut. 4-M",5496,/mercedesglc250d22amglineaut4m/id876671,,Sortmetal,18092015,5,9,4,4x4,2500,50,20,"7,6",222,1845,655,7,4680,,,Mercedes
2290,2290,204,Diesel,SUV,Automatisk,2015,148000,"GLC250 d 2,2 AMG Line aut. 4-M",469900,/mercedesglc250d22amglineaut4m/id876670,,Sortmetal,18092015,5,9,4,4x4,2500,50,20,"7,6",222,1845,655,7,4680,,,Mercedes
2291,2291,163,Diesel,Stationcar,Automatisk,2006,259000,"320d 2,0 Touring Steptr.",49900,/bmw320d20touringsteptr/id876678,,Koksmetal,01012006,5,6,4,Baghjul,1600,61,"14,5","8,8",218,1520,540,6,9100,557200,,BMW
2292,2292,68,Benzin,Hatchback,Manuel,2012,203000,C1 Seduction Clim,24900,/citroenc1seductionclim/id876674,,Lysblåmetal,25102012,5,5,3,Forhjul,,35,"23,3","13,7",157,805,385,6,660,99989,,Citroën
2293,2293,95,Benzin,Hatchback,Automatisk,2019,34000,"Polo 1,0 TSi 95 Comfortline DSG",189900,/vwpolo10tsi95comfortlinedsg/id876686,,,01102018,5,7,3,Forhjul,1000,40,"23,4","10,8",187,1180,470,6,1080,,,VW
2294,2294,204,Benzin,Hatchback,Automatisk,2021,6000,A3 TFSi e Prestige SB S-tr.,359900,/audia3tfsieprestigesbstr/id876706,,Sortmetal,04122020,5,6,4,Forhjul,1400,40,"38,8","7,6",227,1635,430,6,820,338411,,Audi
2295,2295,190,Diesel,SUV,Automatisk,2017,100000,"XC60 2,0 D4 190 Summum aut.",419880,/volvoxc6020d4190summumaut/id877279,,Blåmetal,06112017,5,8,4,Forhjul,1800,70,"21,3","8,1",210,1628,877,6,4380,664985,,Volvo
2296,2296,115,Diesel,Hatchback,Manuel,2017,52000,"Golf VII 1,6 TDi 115 Comfortline",179900,/vwgolfvii16tdi115comfortline/id876684,,Hvid,14122017,5,5,4,Forhjul,1500,50,"24,4","10,2",198,1301,499,7,3520,253173,,VW
2297,2297,100,Benzin,Stationcar,Manuel,2014,194000,"Focus 1,0 SCTi 100 Titanium stc. ECO",69900,/fordfocus10scti100titaniumstceco/id876673,,Sølvmetal,28072014,5,5,3,Forhjul,1000,55,"20,8","12,7",185,1213,687,6,660,257682,,Ford
2298,2298,129,Benzin,Hatchback,Manuel,2018,73000,"Civic 1,0 VTEC Turbo Comfort",174900,/hondacivic10vtecturbocomfort/id876702,,Sortmetal,28032018,5,6,4,Forhjul,1200,46,"20,8","10,8",203,1275,500,6,1160,219019,,Honda
2299,2299,100,Benzin,Hatchback,Manuel,2011,224000,"Corsa 1,4 16V Cosmo",[,/opelcorsa1416vcosmo/id876700,,,30062011,5,5,4,Forhjul,1000,45,"17,5","11,9",180,1063,552,6,1880,190800,,Opel
2300,2300,130,Diesel,Varevogn,Manuel,2017,66000,"Transit Custom 270S 2,0 TDCi 130 Trend",149800,/fordtransitcustom270s20tdci130trend/id879937,,Sort,24082017,,6,4,Forhjul,2500,80,"16,1",,165,1900,840,1,6380,,,Ford
2301,2301,68,Benzin,Hatchback,Manuel,2009,144000,"Aygo 1,0",27800,/toyotaaygo10/id876681,,,03062009,5,5,3,Forhjul,,35,"22,2","14,2",157,825,375,6,660,96000,,Toyota
2302,2302,90,Benzin,Stationcar,Manuel,2011,137000,"Ceed 1,4 CVVT 90 VM Edition SW",64900,/kiaceed14cvvt90vmeditionsw/id876701,,,21102010,5,5,4,Forhjul,1200,53,"17,5","13,4",180,1217,603,6,1880,229997,,Kia
2303,2303,75,Benzin,Hatchback,Manuel,2020,9000,"Corsa 1,2 Elegance",154900,/opelcorsa12elegance/id876682,,Rødmetal,03032020,5,5,3,Forhjul,500,40,"26,8","13,2",174,980,650,6,1000,160910,,Opel
2304,2304,100,Diesel,MPV,Automatisk,2017,47000,"Partner Tepee 1,6 BlueHDi 100 Active ESG",169900,/peugeotpartnertepee16bluehdi100activeesg/id876699,,,23062017,5,6,4,Forhjul,1300,60,"23,8","14,3",171,1620,455,6,3020,219990,,Peugeot
2305,2305,113,Diesel,Varevogn,Manuel,2006,237000,"Tucson 2,0 CRDi GLS",19900,/hyundaitucson20crdigls/id876698,,Sølvmetal,03052006,5,5,4,Forhjul,1400,58,"10,9","13,1",168,1500,625,6,6350,178603,,Hyundai
2306,2306,100,Diesel,Hatchback,Manuel,2016,47000,"208 1,6 BlueHDi 100 Chili Sky+",109900,/peugeot20816bluehdi100chiliskyplus/id876697,,Gråmetal,24082016,5,5,4,Forhjul,700,50,"33,3","10,7",187,1265,415,6,260,169993,,Peugeot
2307,2307,125,Benzin,MPV,Manuel,2018,40000,"Grand C-Max 1,0 SCTi 125 Cool & Connect",174900,/fordgrandcmax10scti125coolconnect/id876677,,Koksmetal,29052018,5,6,3,Forhjul,900,60,"16,9","12,3",185,1393,757,6,2380,,,Ford
2308,2308,150,Diesel,Sedan,Automatisk,2017,51000,"A3 2,0 TDi 150 Sport S-tr.",244900,/audia320tdi150sportstr/id876705,,Sortmetal,23112016,4,7,4,Forhjul,1600,50,"22,2","8,3",224,1295,575,6,3880,342067,,Audi
2309,2309,110,Diesel,Stationcar,Manuel,2017,99000,"Astra 1,6 CDTi 110 Dynamic ST",159800,/opelastra16cdti110dynamicst/id876687,,,08062017,5,6,4,Forhjul,1300,56,"28,6","11,4",195,1503,367,6,2220,,,Opel
2310,2310,136,Diesel,Stationcar,Automatisk,2016,105000,"Ceed 1,6 CRDi 136 GT-Line Limit. SW DCT",154900,/kiaceed16crdi136gtlinelimitswdct/id876696,,,23112015,5,7,4,Forhjul,1500,53,"23,8","10,9",197,1356,564,6,3020,268597,,Kia
2311,2311,75,Benzin,Hatchback,Automatisk,2017,106000,"Karl 1,0 Enjoy aut.",94900,/opelkarl10enjoyaut/id876669,,Koksmetal,14092016,5,5,3,Forhjul,,32,"23,3","13,9",170,939,414,6,660,116374,,Opel
2312,2312,112,Diesel,MPV,Automatisk,2013,165000,"Grand C4 Picasso 1,6 e-HDi 112 Seduction E6G",79900,/citroengrandc4picasso16ehdi112seductione6g/id876695,,,05022013,5,6,4,Forhjul,1050,60,"20,4","13,5",182,1635,615,6,4680,311990,,Citroën
2313,2313,65,Benzin,Hatchback,Manuel,2010,146000,"Corsa 1,0 12V Enjoy",28900,/opelcorsa1012venjoy/id876693,,,04032010,5,5,3,Forhjul,500,45,20,"18,2",155,1045,540,6,660,145453,,Opel
2314,2314,130,Diesel,Stationcar,Manuel,2010,198000,"Insignia 2,0 CDTi 130 Cosmo ST eco",79900,/opelinsignia20cdti130cosmosteco/id876694,,,15062010,5,6,4,Forhjul,1600,70,"18,9","11,6",203,1610,680,8,4680,432149,,Opel
2315,2315,150,Diesel,Stationcar,Manuel,2015,114000,"508 2,0 BlueHDi 150 Allure SW",164900,/peugeot50820bluehdi150alluresw/id876689,,Mørkgrå,02112015,5,6,4,Forhjul,1775,72,"26,3","9,1",210,1705,495,6,2180,448443,,Peugeot
2316,2316,155,Benzin,SUV,Manuel,2014,108000,"CR-V 2,0 i-VTEC Elegance",149800,/hondacrv20ivtecelegance/id876692,,,17122013,5,6,4,Forhjul,1700,58,"13,9",10,190,1553,402,6,3740,349998,,Honda
2317,2317,115,Diesel,Varevogn,Manuel,2012,114000,"Trafic T29 2,0 dCi 115 L2H1",59800,/renaulttrafict2920dci115l2h1/id876691,,Rød,23042012,4,6,4,Forhjul,2000,90,"13,3",,160,1850,1110,1,8940,233203,,Renault
2318,2318,194,Diesel,Stationcar,Automatisk,2017,371000,"E220 d 2,0 stc. aut.",120000,/mercedese220d20stcaut/id876672,,,09112016,5,9,4,Baghjul,2100,66,"23,3","7,7",235,1680,770,7,3020,,,Mercedes
