Årgang,Farve,Vægt,Tophastighed,Sidst synet,Trækhjul,Kilometer,Nypris,Cylindre,Tank,0 - 100 km/t,Airbags,Grøn Ejerafgift,Lasteevne,Model,Gearkasse,Nummerplade,Hestekræfter,Biltype,Max. påhæng,Pris,Registreringsdato,Antal døre,Km/l,Brændstoftype,Antal gear
2017,Sortmetal,2.160,250,,4x4,97.000,1.777.795,6,85,"5,2",6,7.220,740,"BMW X6 3,0 M50d xDrive aut.",Automatisk,,381,SUV,2.700,999.800,19-04-2017,5,"15,2",Diesel,8
2017,Sortmetal,2.160,250,,4x4,97.000,1.777.795,6,85,"5,2",6,7.220,740,"BMW X6 3,0 M50d xDrive aut.",Automatisk,,381,SUV,2.700,3.995,19-04-2017,5,"15,2",Diesel,8
2008,Grønmetal,1.350,193,,Forhjul,248.000,246.991,4,50,"10,3",6,5.680,408,"Peugeot 207 1,6 HDi S16 SW",Manuel,,109,Stationcar,980,16.900,11-03-2008,5,20,Diesel,5
2012,Sortmetal,1.550,240,,Baghjul,157.000,,4,,"7,8",,3.140,470,"Mercedes C250 1,8 Avantgarde Coupé aut. BE",Automatisk,,204,Coupe,1.800,229.800,12-04-2012,2,"14,3",Benzin,7
2016,Sortmetal,1.111,191,,Forhjul,52.000,173.700,3,45,"10,5",6,660,469,"VW Polo 1,0 TSi 95 BlueMotion",Manuel,,95,Hatchback,500,119.900,20-10-2015,5,"24,4",Benzin,5
2011,,1.695,250,,Baghjul,192.000,944.066,6,70,"6,3",6,6.380,635,"BMW 530d 3,0 aut.",Automatisk,,245,Sedan,2.000,2.320,31-01-2011,4,"16,4",Diesel,8
2012,Gråmetal,1.683,210,,Forhjul,161.000,503.749,4,70,"10,1",8,6.380,632,"Opel Insignia 2,0 CDTi 160 Cosmo ST aut.",Automatisk,,160,Stationcar,1.600,99.800,23-02-2012,5,"16,9",Diesel,6
2019,Mørkrødmetal,1.510,167,,Forhjul,32.000,361.014,,,"7,6",6,660,660,Hyundai Kona EV Premium,Automatisk,,204,Hatchback,,269.900,29-03-2019,5,"71,7",El,1
2012,Sortmetal,1.405,162,,Forhjul,91.000,169.995,4,60,"13,8",6,3.140,595,"Citroën Berlingo 1,6 VTi 95 Seduction",Manuel,,95,MPV,1.000,99.990,21-11-2012,5,"14,9",Benzin,5
2016,Blåmetal,1.033,185,,Forhjul,117.000,177.000,4,45,11,6,660,555,"Skoda Fabia 1,2 TSi 90 Ambition Combi",Manuel,,90,Stationcar,1.000,99.900,03-09-2015,5,"21,3",Benzin,5
2007,Sølvmetal,1.595,195,,Forhjul,240.000,,4,60,"13,7",7,7.380,725,"Citroën Grand C4 Picasso 2,0 HDi 138 VTR+ E6G 7prs",Automatisk,,138,MPV,1.300,28.900,08-02-2007,5,"16,4",Diesel,6
2016,Hvid,1.689,170,,Forhjul,68.000,179.520,4,,,1,7.220,1.209,"Peugeot Expert 2,0 HDi 128 L1H1 Van",Manuel,,128,Varevogn,2.000,109.900,30-06-2016,,"15,6",Diesel,6
2011,Sortmetal,1.474,224,,Forhjul,269.000,491.498,4,70,"8,8",6,3.880,596,"VW Passat 2,0 TDi 170 Highline Vari. BMT",Manuel,,170,Stationcar,1.800,94.000,28-07-2011,5,"21,3",Diesel,6
2005,Lysblåmetal,1.292,185,,Forhjul,354.000,,4,55,"11,3",6,4.880,628,"Ford Focus C-MAX 1,6 TDCi",Manuel,,109,Hatchback,1.300,14.700,03-01-2005,5,"20,8",Diesel,5
2014,Koksmetal,1.710,224,,Baghjul,149.000,709.569,4,70,"8,2",6,4.680,665,"BMW 520d 2,0 Touring aut.",Automatisk,,184,Stationcar,2.000,319.900,13-03-2014,5,"20,4",Diesel,8
2017,Blåmetal,1.143,190,,Forhjul,89.000,219.055,4,45,,4,1.280,445,"Renault Clio IV 1,2 TCe 120 GT-Line ST",Manuel,,120,Stationcar,1.200,134.900,09-05-2017,5,"18,9",Benzin,6
2014,Sortmetal,1.410,142,,Forhjul,66.000,156.310,4,60,,1,3.020,715,"Ford Transit Connect 1,6 TDCi 75 Ambiente lang",Manuel,,75,Varevogn,1.200,69.900,07-10-2014,5,"22,7",Diesel,5
2016,Gråmetal,1.466,250,,Forhjul,118.000,406.613,4,50,6,7,3.140,484,"Seat Leon 2,0 TSi 280 Cupra ST DSG",Automatisk,,280,Stationcar,,278.980,13-08-2015,5,"15,2",Benzin,6
2018,Sort,2.029,241,,4x4,58.000,957.899,6,66,"6,5",6,7.220,581,"Land Rover Range Rover Velar 3,0 D300 SE aut. Van",Automatisk,,300,Varevogn,2.500,629.900,11-09-2017,5,"15,6",Diesel,8
2016,,1.255,215,,Forhjul,58.000,283.000,4,50,"8,4",9,1.280,550,"Skoda Octavia 1,4 TSi 150 Style",Manuel,,150,Hatchback,1.500,174.900,26-10-2016,5,"19,6",Benzin,6
2018,Hvid,,,,Forhjul,70.000,222.072,4,,,,6.380,,"Peugeot Boxer 330 2,0 BlueHDi 130 L1H2 Premium",Manuel,,130,Varevogn,2.500,129.900,19-03-2018,,"16,7",Diesel,6
2019,Blåmetal,1.275,203,,Forhjul,46.400,251.009,4,53,10,6,3.260,595,"Peugeot 308 1,5 BlueHDi 130 Selection Sky SW",Manuel,,130,Stationcar,1.400,227.500,12-12-2018,5,27,Diesel,6
2016,Hvid,1.280,156,,Forhjul,80.000,165.290,4,50,"14,2",4,3.020,495,"Dacia Duster 1,5 dCi 90 Ambiance",Manuel,,90,SUV,1.400,89.700,18-12-2015,5,"22,7",Diesel,6
2017,Rødmetal,973,155,,Forhjul,67.000,106.692,3,40,"14,9",6,660,337,"Hyundai i10 1,0 Comfort",Manuel,,66,Hatchback,,64.900,04-08-2017,5,25,Benzin,5
2013,,,,,,177.000,,,,,,,,"Opel Adam 1,2",Manuel,AU,69,Hatchback,,39.999,,,,Benzin,
2016,Gråmetal,920,172,,Forhjul,54.000,99.899,3,35,"13,6",6,1.000,370,"Mitsubishi Space Star 1,0 Inform",Manuel,,71,Hatchback,,69.900,25-01-2018,5,25,Benzin,5
2017,,1.745,211,,Forhjul,199.000,663.985,4,75,"8,7",8,3.880,565,"Audi Q5 2,0 TDi 190 S-tr.",Automatisk,,190,SUV,1.700,299.900,01-02-2017,5,"20,8",Diesel,7
2015,Hvid,,,,Baghjul,129.000,,,,,,31.940,,"Mercedes Sprinter 316 2,2 CDi R3 Mandskabsvogn",Manuel,,163,Varevogn,,159.900,14-09-2015,5,"5,2",Diesel,6
2017,Gråmetal,2.005,250,,4x4,42.000,,6,73,"5,1",6,7.720,445,"Audi A6 3,0 TDi Competition Avant quat Tip",Automatisk,,326,Stationcar,2.100,4.641,13-06-2017,5,"15,6",Diesel,8
2015,Hvid,1.955,150,,Baghjul,129.000,402.074,4,75,,1,31.940,1.545,"Mercedes Sprinter 316 2,2 CDi R3 Db.Kab",Manuel,,163,Stor,3.500,179.900,14-09-2015,4,"5,2",Diesel,6
2006,Gråmetal,995,170,,Forhjul,141.000,240.086,4,42,"11,5",7,1.880,485,"Toyota Yaris 1,3 Sol",Manuel,,87,Hatchback,900,37.900,06-11-2006,5,"16,7",Benzin,5
2016,,3.500,149,01-07-2020,,115.000,,4,,,,,,"Mercedes Sprinter 2,1 316 CDI Chassis Lang",Manuel,BC50166,163,Lastbil,,169.900,27-06-2016,2,"12,8",Diesel,6
2021,Sortmetal,1.390,150,,Forhjul,0,233.910,,,9,6,,336,Fiat 500e Icon,Automatisk,,118,Hatchback,,237.990,,3,"77,2",El,1
2017,Blåmetal,1.635,225,,Forhjul,82.000,537.688,4,50,"7,6",6,920,615,"VW Passat 1,4 GTE Variant DSG",Automatisk,,218,Stationcar,1.600,289.900,20-01-2017,5,"30,1",Benzin,6
2017,,939,170,,Forhjul,59.000,106.922,3,32,"13,9",6,660,414,"Opel Karl 1,0 Enjoy",Manuel,,75,Hatchback,,79.900,23-03-2017,5,"24,4",Benzin,5
2017,Sortmetal,2.345,250,,4x4,87.000,,8,85,"4,8",,8.940,685,"Audi SQ7 4,0 TDi quattro Tiptr. Van",Automatisk,,435,Varevogn,3.500,2.995,25-10-2016,5,"13,9",Diesel,8
2017,Sortmetal,2.345,250,,4x4,87.000,,8,85,"4,8",,8.940,685,"Audi SQ7 4,0 TDi quattro Tiptr. Van",Automatisk,,435,Varevogn,3.500,769.700,25-10-2016,5,"13,9",Diesel,8
2019,Sort,1.345,206,,Forhjul,14.000,297.141,3,52,"9,1",6,1.780,635,"Ford Focus 1,5 EcoBoost Titanium stc. aut.",Automatisk,,150,Stationcar,1.500,242.000,01-04-2019,5,"19,6",Benzin,8
2018,Sølvmetal,1.778,208,,Forhjul,89.000,,4,70,"9,5",7,5.180,762,"Ford S-MAX 2,0 TDCi 180 Titanium aut. 7prs",Automatisk,,180,MPV,2.000,319.900,01-01-2018,5,20,Diesel,6
2020,,,,,,1.000,,,,,,,,VW UP! EL  5d Aut.,Automatisk,CW75657,82,Hatchback,,109.900,26-10-2020,,,El,1
2005,Sølvmetal,1.200,190,,Forhjul,267.000,226.132,4,60,"10,7",6,3.740,500,"Peugeot 307 1,6 Performance",Manuel,,110,Hatchback,1.200,13.499,12-05-2005,5,"13,9",Benzin,5
2018,Sortmetal,1.445,205,,Forhjul,45.000,348.400,4,51,"9,2",6,3.020,570,"BMW X1 2,0 sDrive18d aut. Van",Automatisk,,150,Varevogn,1.800,259.900,16-11-2017,5,"23,3",Diesel,8
2020,Koksmetal,1.590,210,,Forhjul,8.000,425.915,4,66,"9,1",6,3.260,580,"VW Passat 2,0 TDi 150 Business+ Variant DSG",Automatisk,,150,Stationcar,2.000,374.000,22-07-2020,5,"27,5",Diesel,7
2019,,840,162,,Forhjul,27.000,,3,35,"14,4",4,1.000,450,"Skoda Citigo 1,0 MPi 60 Ambition",Manuel,,60,Hatchback,,92.900,15-03-2019,5,"26,2",Benzin,5
2007,Gråmetal,1.291,192,,Forhjul,229.000,290.200,4,60,"12,4",6,3.880,509,"Citroën C4 1,6 HDi 110 VTR+ E6G",Automatisk,,110,Hatchback,1.300,34.900,16-11-2007,5,"22,2",Diesel,6
1999,Blåmetal,1.025,169,,Forhjul,165.000,139.994,4,50,"12,6",4,3.140,525,Nissan Almera LX,Manuel,,87,Hatchback,900,7.900,09-12-1999,3,"14,3",Benzin,5
2016,Koksmetal,1.167,168,,Forhjul,32.000,164.998,4,43,"13,1",6,660,393,"Kia Rio 1,2 CVVT Attraction+",Manuel,,86,Hatchback,900,109.800,25-10-2016,5,"21,3",Benzin,5
2015,Lysblå,840,151,,Baghjul,82.000,102.400,3,35,"14,5",4,660,520,"Renault Twingo 1,0 SCe 70 Expression",Manuel,,70,Hatchback,,48.800,27-02-2015,5,"23,8",Benzin,5
2007,,1.300,205,,Forhjul,298.000,304.779,4,61,"11,2",6,3.740,575,"Opel Vectra 1,8 16V Elegance",Manuel,,122,Hatchback,1.200,24.500,01-11-2006,5,"13,7",Benzin,5
2017,Koksmetal,960,157,,Forhjul,50.000,115.990,3,35,"14,3",6,660,280,"Peugeot 108 1,0 e-VTi 69 Desire TOP!",Manuel,,69,Hatchback,,79.900,29-09-2017,5,"26,3",Benzin,5
2015,Sortmetal,2.262,250,,4x4,81.000,866.000,,,"3,3",8,660,408,Tesla Model S P85D,Automatisk,,,Hatchback,,459.900,31-10-2015,5,"38,3",El,1
2017,Orangemetal,1.275,184,,Forhjul,96.000,288.775,4,50,"10,5",7,3.020,635,"Seat Ateca 1,6 TDi 115 Style",Manuel,,115,SUV,1.500,229.880,13-03-2017,5,"23,3",Diesel,6
2017,Hvidmetal,1.180,184,,Forhjul,33.000,,3,45,"11,3",6,2.180,455,"Skoda Fabia 1,4 TDi 90 Ambition Combi",Manuel,,90,Stationcar,1.100,159.900,01-06-2017,5,"25,6",Diesel,5
2014,Gråmetal,1.472,185,,Forhjul,70.000,242.993,4,53,"11,8",6,3.020,448,"Hyundai i30 1,6 CRDi 110 XTR CW Eco",Manuel,,110,Stationcar,1.500,107.800,20-03-2014,5,"23,8",Diesel,6
2010,Koksmetal,1.720,250,,4x4,124.000,769.290,6,64,"6,1",6,8.220,530,"Audi A5 3,0 TDi 240 SB quattro S-tr.",Automatisk,,240,Hatchback,1.900,1.638,15-10-2010,5,"15,1",Diesel,7
2020,Blåmetal,1.393,203,,Forhjul,19.000,363.026,4,50,9,7,1.160,536,"Skoda Karoq 1,5 TSi 150 Style DSG",Automatisk,,150,SUV,1.500,339.900,24-01-2020,5,"20,4",Benzin,7
2017,Hvid,1.264,198,,Forhjul,69.000,401.900,4,50,"8,6",7,1.780,656,"Seat Ateca 1,4 TSi 150 Xcellence DSG",Automatisk,,150,SUV,1.600,309.309,20-03-2017,5,"18,2",Benzin,7
2017,Hvid,1.750,150,,Baghjul,111.000,374.680,4,75,,1,9.820,1.750,"Mercedes Sprinter 316 2,2 CDi R3 Chassis",Manuel,,163,Varevogn,3.500,179.900,13-12-2016,2,13,Diesel,6
2003,,,,16-10-2019,,275.000,,,,,,,,"Skoda Fabia 1,2 HTP",Manuel,,64,Hatchback,,4.500,,,,Benzin,
2018,Sortmetal,2.405,250,,4x4,44.000,,8,85,"4,8",,9.440,795,"Audi SQ7 4,0 TDi quattro Tiptr. 7prs",Automatisk,,435,SUV,3.500,5.988,10-11-2017,5,"13,2",Diesel,8
2016,Sortmetal,2.405,250,,4x4,75.000,,8,85,"4,8",,8.940,795,"Audi SQ7 4,0 TDi quattro Tiptr. 7prs",Automatisk,,435,SUV,3.500,6.080,10-10-2016,5,"13,9",Diesel,8
2020,Hvid,880,162,,Forhjul,6.000,115.918,3,35,"14,9",6,1.000,440,"VW UP! 1,0 MPi 60",Manuel,,60,Hatchback,,122.500,01-05-2020,5,25,Benzin,5
2021,Hvidmetal,1.255,200,,Forhjul,1.000,375.912,4,50,"8,5",7,1.780,645,"Seat Ateca 1,5 TSi 150 Xperience DSG",Automatisk,,150,SUV,1.800,429.900,18-09-2020,5,"19,6",Benzin,7
2015,Hvid,840,172,,Forhjul,22.000,133.799,3,35,"13,2",4,660,450,"VW UP! 1,0 75 High Up! BMT",Manuel,,75,Hatchback,,79.900,20-01-2015,5,"23,8",Benzin,5
2012,Hvidmetal,1.515,225,,Forhjul,183.000,,4,65,"7,9",6,3.880,595,"Audi A5 2,0 TDi 177 S-line SB Multitr.",Automatisk,,177,Hatchback,1.700,1.940,16-05-2012,5,"20,8",Diesel,8
2021,Sortmetal,970,196,,Forhjul,2.000,181.917,3,35,"8,8",6,1.080,390,"VW UP! 1,0 GTi",Manuel,,115,Hatchback,,208.800,26-11-2020,5,"22,4",Benzin,6
2018,Koksmetal,1.453,218,,Forhjul,56.000,,4,66,"8,6",6,1.780,487,"VW Passat 1,4 TSi 150 Comfort Prem. Vari DSG",Automatisk,,150,Stationcar,1.600,274.900,17-11-2017,5,"19,6",Benzin,7
2015,Sort,1.440,180,,Forhjul,78.000,201.640,4,60,"12,8",6,1.220,390,"Citroën C4 1,6 BlueHDi 100 Feel",Manuel,,100,Hatchback,1.550,104.900,29-09-2015,5,"30,3",Diesel,5
2018,Sortmetal,1.445,205,,Forhjul,45.000,466.083,4,51,"9,2",6,3.520,570,"BMW X1 2,0 sDrive18d aut.",Automatisk,,150,SUV,1.800,309.900,16-11-2017,5,"23,3",Diesel,8
2011,,1.272,231,,Forhjul,100.000,499.989,4,55,"7,6",4,3.140,508,"Peugeot RCZ 1,6 THP 200",Manuel,,200,Coupe,500,Ring,21-03-2011,2,"14,5",Benzin,6
2019,,840,162,,Forhjul,28.000,,3,35,"14,4",4,1.000,450,"Skoda Citigo 1,0 MPi 60 Ambition",Manuel,,60,Hatchback,,92.900,15-03-2019,5,"26,2",Benzin,5
2005,Sort,1.425,220,,Forhjul,274.000,350.400,6,59,"8,9",6,8.020,725,"Ford Mondeo 2,5 SE stc.",Manuel,,170,Stationcar,1.725,14.900,18-11-2005,5,"9,6",Benzin,6
2012,Hvid,975,157,,Forhjul,112.000,99.989,2,37,15,6,660,500,"Fiat Panda 0,9 TwinAir 65 Pop",Manuel,,65,Hatchback,800,44.990,16-01-2015,5,"26,3",Benzin,5
2017,Hvid,1.635,225,,Forhjul,156.000,537.688,4,50,"7,6",6,660,615,"VW Passat 1,4 GTE Variant DSG",Automatisk,,218,Stationcar,1.600,258.900,29-12-2016,5,"31,6",Benzin,6
2008,Gul,861,154,,Forhjul,141.000,109.999,4,35,"15,1",4,660,489,"Kia Picanto 1,1 Active",Manuel,,65,Hatchback,700,26.990,04-02-2008,5,20,Benzin,5
2015,3T3,1.815,180,01-03-2017,,44.000,,4,,,,,,"Toyota Auris 1,8 B/EL Spirit  5d Aut.",Automatisk,BJ91623,136,Hatchback,,169.900,26-01-2017,4,"25,6",Benzin/El,5
2010,Koksmetal,,182,,Forhjul,115.000,199.992,4,50,"11,8",6,3.880,,"Peugeot 207 1,6 HDi 90 Comfort+ SW",Manuel,,90,Stationcar,950,39.700,29-06-2010,5,"22,2",Diesel,5
2019,Hvidmetal,1.475,135,,Forhjul,15.000,,,,"11,4",4,660,490,Renault Zoe Limited,Automatisk,,109,Hatchback,,158.700,31-07-2019,5,"63,1",El,1
2012,Sortmetal,1.715,205,,4x4,174.000,,5,70,"8,8",6,8.100,790,"Volvo XC60 2,4 D5 215 Momentum aut. AWD",Automatisk,,215,SUV,2.000,219.900,30-11-2011,5,"14,7",Diesel,6
2017,Sort,1.065,174,,Forhjul,67.000,157.990,4,42,"14,1",6,1.220,555,"Citroën C3 1,6 BlueHDi 75 Feel",Manuel,,75,Hatchback,600,94.800,16-06-2017,5,"31,3",Diesel,5
2017,Gråmetal,1.215,169,,Forhjul,23.000,194.990,3,45,"13,5",6,1.160,367,"Peugeot 2008 1,2 VTi 82 Active",Manuel,,82,SUV,1.110,144.700,22-12-2017,5,"20,4",Benzin,5
2010,Sortmetal,1.319,174,,Forhjul,236.000,272.501,4,55,"13,1",6,3.880,696,"Ford C-MAX 1,6 TDCi 90 Trend Collection",Manuel,,90,MPV,1.200,34.900,03-06-2010,5,"22,2",Diesel,5
2019,Sort,850,180,,Forhjul,17.000,106.016,3,35,"12,7",6,1.080,490,"Mitsubishi Space Star 1,2 Invite+",Manuel,,80,Hatchback,,99.900,29-01-2020,5,"22,4",Benzin,5
2014,,1.405,180,,Forhjul,111.000,,4,60,"12,8",6,3.020,723,"Renault Grand Scenic III 1,5 dCi 110 Business 7prs",Manuel,,110,MPV,1.300,99.500,26-11-2014,5,"24,4",Diesel,6
2015,,1.295,189,,Forhjul,207.000,345.875,4,55,"12,6",7,2.180,645,"Citroën Grand C4 Picasso 1,6 e-HDi 115 Intensive ETG6",Automatisk,,115,MPV,,109.900,30-03-2015,5,25,Diesel,6
2009,Koksmetal,1.553,206,,Forhjul,164.000,362.049,4,71,"11,2",7,4.960,630,Citroën C5 16V Comfort Tourer,Manuel,,140,Stationcar,1.790,48.800,28-05-2009,5,"11,8",Benzin,5
2018,Sølvmetal,1.453,218,,Forhjul,67.000,,4,66,"8,6",6,1.780,487,"VW Passat 1,4 TSi 150 Highl. Prem. Vari. DSG",Automatisk,,150,Stationcar,1.600,339.900,30-05-2018,5,"19,6",Benzin,7
2020,Blå,1.135,130,,Forhjul,0,158.915,,,"11,9",6,660,395,VW E-UP!,Automatisk,,83,Hatchback,,125.000,26-10-2020,5,"76,1",El,1
2007,Sølvmetal,1.272,175,,Forhjul,223.000,251.420,4,55,"12,9",6,3.140,583,"Ford C-MAX 1,6 Trend",Manuel,,100,Hatchback,1.200,34.900,08-11-2007,5,"14,5",Benzin,5
2017,Sort,1.385,197,,Forhjul,69.000,,4,50,"10,3",6,3.020,485,"Audi Q2 1,6 TDi 116 Sport Van",Manuel,,116,Varevogn,1.500,124.800,01-03-2017,5,"22,7",Diesel,6
2014,Sortmetal,2.040,230,,4x4,144.000,,6,85,"6,7",6,6.380,740,"BMW X6 3,0 xDrive30d aut.",Automatisk,,258,SUV,3.500,3.200,28-11-2014,5,"16,7",Diesel,8
2014,Sortmetal,2.040,230,,4x4,144.000,,6,85,"6,7",6,6.380,740,"BMW X6 3,0 xDrive30d aut.",Automatisk,,258,SUV,3.500,3.200,28-11-2014,5,"16,7",Diesel,8
2017,Sort,1.385,197,,Forhjul,69.000,,4,50,"10,3",6,3.020,485,"Audi Q2 1,6 TDi 116 Sport Van",Manuel,,116,Varevogn,1.500,154.800,01-03-2017,5,"22,7",Diesel,6
2008,Champagnemetal,1.177,182,,Forhjul,187.000,201.992,4,50,"11,8",6,4.880,483,"Peugeot 207 1,6 HDi 90 Comfort+ SW",Manuel,,90,Stationcar,950,24.700,15-04-2008,5,"21,7",Diesel,5
2015,,1.260,184,,Forhjul,40.000,214.905,4,55,"11,3",6,1.880,620,"Seat Altea 1,2 TSi 105 Reference eco",Manuel,,105,MPV,1.200,99.900,13-08-2014,5,"17,5",Benzin,6
2018,Hvid,1.503,218,,Forhjul,151.000,389.098,4,66,"8,9",6,3.020,567,"VW Passat 2,0 TDi 150 Comfortl. Vari.",Manuel,,150,Stationcar,2.000,189.800,28-07-2017,5,"23,8",Diesel,6
2018,Sortmetal,1.191,168,,Forhjul,29.000,124.021,3,45,"14,9",6,1.160,350,"Skoda Fabia 1,0 MPi 75 Active",Manuel,,75,Hatchback,800,114.900,18-05-2018,5,"20,4",Benzin,5
2017,Sortmetal,1.515,231,,Baghjul,116.000,606.018,4,57,"7,3",6,2.180,565,"BMW 420d 2,0 Gran Coupé aut.",Automatisk,,190,Hatchback,1.600,269.900,30-12-2016,5,25,Diesel,8
1997,Sølvmetal,1.250,227,,Baghjul,104.000,696.000,4,53,"7,3",4,4.680,325,"Mercedes SLK230 2,3 Komp. aut.",Automatisk,,193,Cabriolet,,134.900,20-05-1997,2,"10,7",Benzin,5
2014,Koksmetal,1.705,210,,Forhjul,122.000,376.990,4,55,"9,8",7,3.020,235,"Citroën Grand C4 Picasso 2,0 BlueHDi 150 Intensive",Manuel,,150,MPV,1.700,164.900,27-02-2014,5,"23,8",Diesel,6
2016,Hvid,1.683,172,,Forhjul,85.000,,4,80,12,4,6.380,1.237,"Renault Trafic T29 1,6 dCi 120 L2H1",Manuel,,120,Varevogn,2.000,114.900,13-09-2016,,"16,9",Diesel,6
2016,Hvid,1.683,172,,Forhjul,85.000,,4,80,12,4,6.380,1.237,"Renault Trafic T29 1,6 dCi 120 L2H1",Manuel,,120,Varevogn,2.000,1.730,13-09-2016,,"16,9",Diesel,6
2015,Sølvmetal,876,157,,Forhjul,43.000,119.992,3,35,"14,3",6,660,364,"Citroën C1 1,0 e-VTi 68 Feel Airscape",Manuel,,68,Hatchback,,59.900,06-03-2015,5,"26,3",Benzin,5
2018,Sortmetal,1.475,226,,Baghjul,132.000,571.608,4,57,"7,4",6,3.520,630,"BMW 320d 2,0 Touring aut.",Automatisk,,190,Stationcar,1.800,234.800,03-11-2017,5,"24,4",Diesel,8
2016,Sortmetal,1.167,168,,Forhjul,36.000,149.996,4,43,"13,1",6,660,393,"Kia Rio 1,2 CVVT Limited",Manuel,,86,Hatchback,900,99.895,19-10-2015,5,"21,3",Benzin,5
2000,Sølvmetal,1.100,200,,Forhjul,76.000,285.000,4,60,"10,1",4,3.140,450,"Renault Megane I 1,6 16V RXi Cabriolet",Manuel,,107,Cabriolet,950,59.800,27-04-2000,2,"14,29",Benzin,5
2011,Gråmetal,1.179,180,,Forhjul,199.000,245.199,4,45,"11,5",8,3.020,401,"VW Polo 1,6 TDi 90 Comfortline DSG",Automatisk,,90,Hatchback,1.200,79.900,15-04-2011,5,"23,3",Diesel,7
1998,,1.100,188,,Forhjul,180.000,207.209,4,55,"10,9",4,4.360,600,"VW Golf IV 1,6",Manuel,,101,Hatchback,1.200,24.900,01-07-1998,5,13,Benzin,5
2018,Gul,1.180,211,,Forhjul,73.000,312.346,3,50,"9,9",6,1.160,575,"Audi A3 1,0 TFSi 116 Sport S-tr.",Automatisk,,116,Sedan,1.300,224.800,18-10-2017,4,"21,7",Benzin,7
2016,Gråmetal,2.345,250,,4x4,66.000,1.823.438,8,85,"4,8",8,8.940,685,"Audi SQ7 4,0 TDi quattro Tiptr.",Automatisk,,435,SUV,3.500,5.395,01-10-2016,5,"13,9",Diesel,8
2019,Sortmetal,1.320,181,,Forhjul,34.300,214.000,4,,"10,5",6,3.260,528,"Dacia Duster 1,5 dCi 115 Prestige",Manuel,,115,SUV,1.500,199.900,25-09-2019,5,"26,2",Diesel,6
2011,Hvid,1.180,180,,Forhjul,203.000,228.548,4,60,"12,9",6,3.020,610,"Citroën C4 1,6 HDi 92 Seduction",Manuel,,92,Hatchback,1.350,39.900,28-06-2011,5,"23,8",Diesel,5
2007,Koksmetal,1.335,230,,Baghjul,185.000,561.998,4,63,"8,1",6,2.520,475,"BMW 320i 2,0 Coupé",Manuel,,170,Coupe,1.400,134.700,04-06-2007,2,"15,9",Benzin,6
2018,Sortmetal,1.420,165,,Forhjul,33.000,289.994,,,"9,9",6,660,460,Hyundai Ioniq EV Premium,Automatisk,,120,Hatchback,,194.500,04-01-2018,5,"79,3",El,1
2017,Blåmetal,1.042,188,,Forhjul,87.000,169.706,3,45,"10,7",6,660,558,"Kia Rio 1,0 T-GDi Advance",Manuel,,100,Hatchback,1.000,114.900,14-07-2017,5,"24,4",Benzin,5
2014,Hvid,1.008,155,,Forhjul,66.000,99.997,3,40,"14,9",6,660,412,"Hyundai i10 1,0 Trend",Manuel,,66,Hatchback,,54.800,10-07-2014,5,"21,3",Benzin,5
2016,Gråmetal,1.430,222,,4x4,78.000,,4,52,"6,8",6,3.880,575,"BMW 120d 2,0 M-Sport xDrive aut.",Automatisk,,190,Hatchback,1.500,1.950,19-04-2016,5,"21,3",Diesel,8
2012,Sort,1.505,233,,Baghjul,155.000,654.264,4,61,"7,7",6,3.880,540,"BMW 320d 2,0 Touring",Manuel,,184,Stationcar,1.600,114.900,27-02-2012,5,"20,8",Diesel,6
2021,Hvid,991,163,,Forhjul,4.000,120.916,3,35,"15,6",6,1.000,339,"VW UP! 1,0 MPi 65",Manuel,,65,Hatchback,,129.900,30-11-2020,5,25,Benzin,5
2019,Koksmetal,1.392,192,,Forhjul,18.435,376.990,4,60,"10,3",6,3.260,588,"Peugeot 3008 1,5 BlueHDi 130 Allure LTD EAT8",Automatisk,,130,SUV,1.300,324.500,15-07-2019,5,25,Diesel,8
2009,Sortmetal,1.315,232,,Baghjul,63.000,,4,70,"7,9",4,4.360,390,"Mercedes SLK200 1,8 Komp. aut.",Automatisk,,184,Cabriolet,,274.900,06-04-2009,2,"12,5",Benzin,5
2021,Gråmetal,1.380,218,,Forhjul,6.000,325.909,4,50,"8,6",6,1.160,500,Audi Q2 TFSi Prestige S-tr.,Automatisk,,150,SUV,1.500,335.900,04-12-2020,5,"21,6",Benzin,7
2018,Rødmetal,935,180,,Forhjul,75.000,137.500,3,35,"11,7",6,660,405,"Mitsubishi Space Star 1,2 Instyle",Manuel,,80,Hatchback,,72.800,28-09-2017,5,"23,3",Benzin,5
2015,Gråmetal,1.620,183,,Forhjul,115.000,311.091,4,60,"12,2",6,3.880,410,"Peugeot 3008 1,6 HDi 114 Style",Manuel,,114,MPV,890,93.800,18-12-2014,5,"20,8",Diesel,6
2016,Hvid,1.410,190,,Forhjul,122.000,254.995,4,53,"11,1",6,2.180,510,"Hyundai i30 1,6 CRDi 110 EM-Edition",Manuel,,110,Hatchback,1.500,114.500,10-05-2016,5,"26,3",Diesel,6
2017,Mørkblåmetal,1.793,198,,Forhjul,93.000,,4,70,"10,3",7,4.680,657,"VW Sharan 2,0 TDi 150 Comfortline DSG 7prs",Automatisk,,150,MPV,2.200,Ring,30-12-2016,5,"19,2",Diesel,6
